"Bezirk";"Bez-Name";"Ortsteil";"Ortst-Name";"Geschl";"Staatsangeh";"Altersgr";"Häufigkeit"
"01";"Mitte";"0101";"Mitte";"1";"A";"00_05";197,00
"01";"Mitte";"0101";"Mitte";"1";"A";"05_10";137,00
"01";"Mitte";"0101";"Mitte";"1";"A";"10_15";168,00
"01";"Mitte";"0101";"Mitte";"1";"A";"15_20";196,00
"01";"Mitte";"0101";"Mitte";"1";"A";"20_25";764,00
"01";"Mitte";"0101";"Mitte";"1";"A";"25_30";1444,00
"01";"Mitte";"0101";"Mitte";"1";"A";"30_35";1473,00
"01";"Mitte";"0101";"Mitte";"1";"A";"35_40";1208,00
"01";"Mitte";"0101";"Mitte";"1";"A";"40_45";913,00
"01";"Mitte";"0101";"Mitte";"1";"A";"45_50";705,00
"01";"Mitte";"0101";"Mitte";"1";"A";"50_55";443,00
"01";"Mitte";"0101";"Mitte";"1";"A";"55_60";280,00
"01";"Mitte";"0101";"Mitte";"1";"A";"60_65";194,00
"01";"Mitte";"0101";"Mitte";"1";"A";"65_70";130,00
"01";"Mitte";"0101";"Mitte";"1";"A";"70_75";67,00
"01";"Mitte";"0101";"Mitte";"1";"A";"75_80";58,00
"01";"Mitte";"0101";"Mitte";"1";"A";"80_85";22,00
"01";"Mitte";"0101";"Mitte";"1";"A";"85_90";15,00
"01";"Mitte";"0101";"Mitte";"1";"A";"90_95";3,00
"01";"Mitte";"0101";"Mitte";"1";"D";"00_05";1902,00
"01";"Mitte";"0101";"Mitte";"1";"D";"05_10";1363,00
"01";"Mitte";"0101";"Mitte";"1";"D";"10_15";933,00
"01";"Mitte";"0101";"Mitte";"1";"D";"15_20";728,00
"01";"Mitte";"0101";"Mitte";"1";"D";"20_25";1575,00
"01";"Mitte";"0101";"Mitte";"1";"D";"25_30";2791,00
"01";"Mitte";"0101";"Mitte";"1";"D";"30_35";3463,00
"01";"Mitte";"0101";"Mitte";"1";"D";"35_40";3341,00
"01";"Mitte";"0101";"Mitte";"1";"D";"40_45";3447,00
"01";"Mitte";"0101";"Mitte";"1";"D";"45_50";3242,00
"01";"Mitte";"0101";"Mitte";"1";"D";"50_55";2326,00
"01";"Mitte";"0101";"Mitte";"1";"D";"55_60";1805,00
"01";"Mitte";"0101";"Mitte";"1";"D";"60_65";1428,00
"01";"Mitte";"0101";"Mitte";"1";"D";"65_70";1220,00
"01";"Mitte";"0101";"Mitte";"1";"D";"70_75";1585,00
"01";"Mitte";"0101";"Mitte";"1";"D";"75_80";1229,00
"01";"Mitte";"0101";"Mitte";"1";"D";"80_85";735,00
"01";"Mitte";"0101";"Mitte";"1";"D";"85_90";237,00
"01";"Mitte";"0101";"Mitte";"1";"D";"90_95";70,00
"01";"Mitte";"0101";"Mitte";"1";"D";"95 und älter";6,00
"01";"Mitte";"0101";"Mitte";"2";"A";"00_05";187,00
"01";"Mitte";"0101";"Mitte";"2";"A";"05_10";169,00
"01";"Mitte";"0101";"Mitte";"2";"A";"10_15";157,00
"01";"Mitte";"0101";"Mitte";"2";"A";"15_20";206,00
"01";"Mitte";"0101";"Mitte";"2";"A";"20_25";957,00
"01";"Mitte";"0101";"Mitte";"2";"A";"25_30";1743,00
"01";"Mitte";"0101";"Mitte";"2";"A";"30_35";1493,00
"01";"Mitte";"0101";"Mitte";"2";"A";"35_40";1033,00
"01";"Mitte";"0101";"Mitte";"2";"A";"40_45";836,00
"01";"Mitte";"0101";"Mitte";"2";"A";"45_50";482,00
"01";"Mitte";"0101";"Mitte";"2";"A";"50_55";347,00
"01";"Mitte";"0101";"Mitte";"2";"A";"55_60";262,00
"01";"Mitte";"0101";"Mitte";"2";"A";"60_65";167,00
"01";"Mitte";"0101";"Mitte";"2";"A";"65_70";119,00
"01";"Mitte";"0101";"Mitte";"2";"A";"70_75";73,00
"01";"Mitte";"0101";"Mitte";"2";"A";"75_80";24,00
"01";"Mitte";"0101";"Mitte";"2";"A";"80_85";35,00
"01";"Mitte";"0101";"Mitte";"2";"A";"85_90";15,00
"01";"Mitte";"0101";"Mitte";"2";"A";"90_95";6,00
"01";"Mitte";"0101";"Mitte";"2";"D";"00_05";1796,00
"01";"Mitte";"0101";"Mitte";"2";"D";"05_10";1345,00
"01";"Mitte";"0101";"Mitte";"2";"D";"10_15";895,00
"01";"Mitte";"0101";"Mitte";"2";"D";"15_20";752,00
"01";"Mitte";"0101";"Mitte";"2";"D";"20_25";1622,00
"01";"Mitte";"0101";"Mitte";"2";"D";"25_30";2895,00
"01";"Mitte";"0101";"Mitte";"2";"D";"30_35";3297,00
"01";"Mitte";"0101";"Mitte";"2";"D";"35_40";2773,00
"01";"Mitte";"0101";"Mitte";"2";"D";"40_45";2642,00
"01";"Mitte";"0101";"Mitte";"2";"D";"45_50";2532,00
"01";"Mitte";"0101";"Mitte";"2";"D";"50_55";2032,00
"01";"Mitte";"0101";"Mitte";"2";"D";"55_60";1776,00
"01";"Mitte";"0101";"Mitte";"2";"D";"60_65";1413,00
"01";"Mitte";"0101";"Mitte";"2";"D";"65_70";1462,00
"01";"Mitte";"0101";"Mitte";"2";"D";"70_75";2121,00
"01";"Mitte";"0101";"Mitte";"2";"D";"75_80";1624,00
"01";"Mitte";"0101";"Mitte";"2";"D";"80_85";960,00
"01";"Mitte";"0101";"Mitte";"2";"D";"85_90";549,00
"01";"Mitte";"0101";"Mitte";"2";"D";"90_95";210,00
"01";"Mitte";"0101";"Mitte";"2";"D";"95 und älter";47,00
"01";"Mitte";"0102";"Moabit";"1";"A";"00_05";237,00
"01";"Mitte";"0102";"Moabit";"1";"A";"05_10";202,00
"01";"Mitte";"0102";"Moabit";"1";"A";"10_15";257,00
"01";"Mitte";"0102";"Moabit";"1";"A";"15_20";419,00
"01";"Mitte";"0102";"Moabit";"1";"A";"20_25";901,00
"01";"Mitte";"0102";"Moabit";"1";"A";"25_30";1250,00
"01";"Mitte";"0102";"Moabit";"1";"A";"30_35";1244,00
"01";"Mitte";"0102";"Moabit";"1";"A";"35_40";1118,00
"01";"Mitte";"0102";"Moabit";"1";"A";"40_45";1016,00
"01";"Mitte";"0102";"Moabit";"1";"A";"45_50";891,00
"01";"Mitte";"0102";"Moabit";"1";"A";"50_55";668,00
"01";"Mitte";"0102";"Moabit";"1";"A";"55_60";423,00
"01";"Mitte";"0102";"Moabit";"1";"A";"60_65";357,00
"01";"Mitte";"0102";"Moabit";"1";"A";"65_70";364,00
"01";"Mitte";"0102";"Moabit";"1";"A";"70_75";254,00
"01";"Mitte";"0102";"Moabit";"1";"A";"75_80";166,00
"01";"Mitte";"0102";"Moabit";"1";"A";"80_85";40,00
"01";"Mitte";"0102";"Moabit";"1";"A";"85_90";12,00
"01";"Mitte";"0102";"Moabit";"1";"A";"90_95";6,00
"01";"Mitte";"0102";"Moabit";"1";"A";"95 und älter";3,00
"01";"Mitte";"0102";"Moabit";"1";"D";"00_05";1509,00
"01";"Mitte";"0102";"Moabit";"1";"D";"05_10";1220,00
"01";"Mitte";"0102";"Moabit";"1";"D";"10_15";1098,00
"01";"Mitte";"0102";"Moabit";"1";"D";"15_20";1071,00
"01";"Mitte";"0102";"Moabit";"1";"D";"20_25";2327,00
"01";"Mitte";"0102";"Moabit";"1";"D";"25_30";3146,00
"01";"Mitte";"0102";"Moabit";"1";"D";"30_35";2576,00
"01";"Mitte";"0102";"Moabit";"1";"D";"35_40";1807,00
"01";"Mitte";"0102";"Moabit";"1";"D";"40_45";1908,00
"01";"Mitte";"0102";"Moabit";"1";"D";"45_50";2283,00
"01";"Mitte";"0102";"Moabit";"1";"D";"50_55";2121,00
"01";"Mitte";"0102";"Moabit";"1";"D";"55_60";1704,00
"01";"Mitte";"0102";"Moabit";"1";"D";"60_65";1461,00
"01";"Mitte";"0102";"Moabit";"1";"D";"65_70";1050,00
"01";"Mitte";"0102";"Moabit";"1";"D";"70_75";1050,00
"01";"Mitte";"0102";"Moabit";"1";"D";"75_80";641,00
"01";"Mitte";"0102";"Moabit";"1";"D";"80_85";285,00
"01";"Mitte";"0102";"Moabit";"1";"D";"85_90";124,00
"01";"Mitte";"0102";"Moabit";"1";"D";"90_95";40,00
"01";"Mitte";"0102";"Moabit";"1";"D";"95 und älter";10,00
"01";"Mitte";"0102";"Moabit";"2";"A";"00_05";212,00
"01";"Mitte";"0102";"Moabit";"2";"A";"05_10";193,00
"01";"Mitte";"0102";"Moabit";"2";"A";"10_15";270,00
"01";"Mitte";"0102";"Moabit";"2";"A";"15_20";390,00
"01";"Mitte";"0102";"Moabit";"2";"A";"20_25";896,00
"01";"Mitte";"0102";"Moabit";"2";"A";"25_30";1289,00
"01";"Mitte";"0102";"Moabit";"2";"A";"30_35";1082,00
"01";"Mitte";"0102";"Moabit";"2";"A";"35_40";992,00
"01";"Mitte";"0102";"Moabit";"2";"A";"40_45";774,00
"01";"Mitte";"0102";"Moabit";"2";"A";"45_50";687,00
"01";"Mitte";"0102";"Moabit";"2";"A";"50_55";530,00
"01";"Mitte";"0102";"Moabit";"2";"A";"55_60";473,00
"01";"Mitte";"0102";"Moabit";"2";"A";"60_65";509,00
"01";"Mitte";"0102";"Moabit";"2";"A";"65_70";371,00
"01";"Mitte";"0102";"Moabit";"2";"A";"70_75";235,00
"01";"Mitte";"0102";"Moabit";"2";"A";"75_80";139,00
"01";"Mitte";"0102";"Moabit";"2";"A";"80_85";36,00
"01";"Mitte";"0102";"Moabit";"2";"A";"85_90";18,00
"01";"Mitte";"0102";"Moabit";"2";"A";"90_95";6,00
"01";"Mitte";"0102";"Moabit";"2";"D";"00_05";1465,00
"01";"Mitte";"0102";"Moabit";"2";"D";"05_10";1231,00
"01";"Mitte";"0102";"Moabit";"2";"D";"10_15";1092,00
"01";"Mitte";"0102";"Moabit";"2";"D";"15_20";1049,00
"01";"Mitte";"0102";"Moabit";"2";"D";"20_25";2572,00
"01";"Mitte";"0102";"Moabit";"2";"D";"25_30";2880,00
"01";"Mitte";"0102";"Moabit";"2";"D";"30_35";2204,00
"01";"Mitte";"0102";"Moabit";"2";"D";"35_40";1429,00
"01";"Mitte";"0102";"Moabit";"2";"D";"40_45";1483,00
"01";"Mitte";"0102";"Moabit";"2";"D";"45_50";1865,00
"01";"Mitte";"0102";"Moabit";"2";"D";"50_55";1767,00
"01";"Mitte";"0102";"Moabit";"2";"D";"55_60";1520,00
"01";"Mitte";"0102";"Moabit";"2";"D";"60_65";1290,00
"01";"Mitte";"0102";"Moabit";"2";"D";"65_70";963,00
"01";"Mitte";"0102";"Moabit";"2";"D";"70_75";1068,00
"01";"Mitte";"0102";"Moabit";"2";"D";"75_80";798,00
"01";"Mitte";"0102";"Moabit";"2";"D";"80_85";542,00
"01";"Mitte";"0102";"Moabit";"2";"D";"85_90";347,00
"01";"Mitte";"0102";"Moabit";"2";"D";"90_95";178,00
"01";"Mitte";"0102";"Moabit";"2";"D";"95 und älter";41,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"00_05";3,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"05_10";21,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"10_15";12,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"15_20";15,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"20_25";149,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"25_30";188,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"30_35";79,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"35_40";57,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"40_45";49,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"45_50";36,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"50_55";37,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"55_60";37,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"60_65";19,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"65_70";6,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"70_75";12,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"75_80";17,00
"01";"Mitte";"0103";"Hansaviertel";"1";"A";"80_85";3,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"00_05";93,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"05_10";54,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"10_15";59,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"15_20";55,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"20_25";121,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"25_30";146,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"30_35";120,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"35_40";92,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"40_45";152,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"45_50";225,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"50_55";157,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"55_60";139,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"60_65";159,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"65_70";162,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"70_75";151,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"75_80";89,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"80_85";52,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"85_90";25,00
"01";"Mitte";"0103";"Hansaviertel";"1";"D";"90_95";6,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"00_05";6,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"05_10";6,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"10_15";10,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"15_20";21,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"20_25";186,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"25_30";110,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"30_35";89,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"35_40";39,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"40_45";31,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"45_50";46,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"50_55";25,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"55_60";30,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"60_65";16,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"65_70";15,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"70_75";10,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"75_80";15,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"85_90";3,00
"01";"Mitte";"0103";"Hansaviertel";"2";"A";"90_95";3,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"00_05";66,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"05_10";74,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"10_15";53,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"15_20";67,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"20_25";105,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"25_30";95,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"30_35";97,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"35_40";94,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"40_45";129,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"45_50";137,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"50_55";131,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"55_60";145,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"60_65";160,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"65_70";165,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"70_75";142,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"75_80";139,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"80_85";114,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"85_90";52,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"90_95";16,00
"01";"Mitte";"0103";"Hansaviertel";"2";"D";"95 und älter";17,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"00_05";39,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"05_10";33,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"10_15";48,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"15_20";112,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"20_25";295,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"25_30";334,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"30_35";308,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"35_40";213,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"40_45";207,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"45_50";150,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"50_55";137,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"55_60";100,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"60_65";74,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"65_70";61,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"70_75";36,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"75_80";30,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"80_85";18,00
"01";"Mitte";"0104";"Tiergarten";"1";"A";"85_90";3,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"00_05";224,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"05_10";181,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"10_15";196,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"15_20";155,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"20_25";325,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"25_30";400,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"30_35";369,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"35_40";283,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"40_45";271,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"45_50";450,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"50_55";418,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"55_60";321,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"60_65";309,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"65_70";276,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"70_75";225,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"75_80";111,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"80_85";73,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"85_90";25,00
"01";"Mitte";"0104";"Tiergarten";"1";"D";"90_95";10,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"00_05";48,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"05_10";41,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"10_15";45,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"15_20";80,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"20_25";258,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"25_30";284,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"30_35";237,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"35_40";177,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"40_45";161,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"45_50";162,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"50_55";134,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"55_60";76,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"60_65";75,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"65_70";38,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"70_75";34,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"75_80";27,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"80_85";26,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"85_90";15,00
"01";"Mitte";"0104";"Tiergarten";"2";"A";"90_95";3,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"00_05";190,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"05_10";198,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"10_15";182,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"15_20";155,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"20_25";311,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"25_30";363,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"30_35";287,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"35_40";204,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"40_45";225,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"45_50";283,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"50_55";282,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"55_60";311,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"60_65";288,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"65_70";210,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"70_75";196,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"75_80";155,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"80_85";71,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"85_90";69,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"90_95";23,00
"01";"Mitte";"0104";"Tiergarten";"2";"D";"95 und älter";3,00
"01";"Mitte";"0105";"Wedding";"1";"A";"00_05";347,00
"01";"Mitte";"0105";"Wedding";"1";"A";"05_10";308,00
"01";"Mitte";"0105";"Wedding";"1";"A";"10_15";417,00
"01";"Mitte";"0105";"Wedding";"1";"A";"15_20";594,00
"01";"Mitte";"0105";"Wedding";"1";"A";"20_25";1277,00
"01";"Mitte";"0105";"Wedding";"1";"A";"25_30";1795,00
"01";"Mitte";"0105";"Wedding";"1";"A";"30_35";1706,00
"01";"Mitte";"0105";"Wedding";"1";"A";"35_40";1562,00
"01";"Mitte";"0105";"Wedding";"1";"A";"40_45";1354,00
"01";"Mitte";"0105";"Wedding";"1";"A";"45_50";1279,00
"01";"Mitte";"0105";"Wedding";"1";"A";"50_55";872,00
"01";"Mitte";"0105";"Wedding";"1";"A";"55_60";549,00
"01";"Mitte";"0105";"Wedding";"1";"A";"60_65";398,00
"01";"Mitte";"0105";"Wedding";"1";"A";"65_70";414,00
"01";"Mitte";"0105";"Wedding";"1";"A";"70_75";353,00
"01";"Mitte";"0105";"Wedding";"1";"A";"75_80";146,00
"01";"Mitte";"0105";"Wedding";"1";"A";"80_85";40,00
"01";"Mitte";"0105";"Wedding";"1";"A";"85_90";9,00
"01";"Mitte";"0105";"Wedding";"1";"A";"95 und älter";3,00
"01";"Mitte";"0105";"Wedding";"1";"D";"00_05";1645,00
"01";"Mitte";"0105";"Wedding";"1";"D";"05_10";1303,00
"01";"Mitte";"0105";"Wedding";"1";"D";"10_15";1153,00
"01";"Mitte";"0105";"Wedding";"1";"D";"15_20";1102,00
"01";"Mitte";"0105";"Wedding";"1";"D";"20_25";2657,00
"01";"Mitte";"0105";"Wedding";"1";"D";"25_30";3081,00
"01";"Mitte";"0105";"Wedding";"1";"D";"30_35";2573,00
"01";"Mitte";"0105";"Wedding";"1";"D";"35_40";1681,00
"01";"Mitte";"0105";"Wedding";"1";"D";"40_45";1753,00
"01";"Mitte";"0105";"Wedding";"1";"D";"45_50";2206,00
"01";"Mitte";"0105";"Wedding";"1";"D";"50_55";2123,00
"01";"Mitte";"0105";"Wedding";"1";"D";"55_60";1712,00
"01";"Mitte";"0105";"Wedding";"1";"D";"60_65";1444,00
"01";"Mitte";"0105";"Wedding";"1";"D";"65_70";1102,00
"01";"Mitte";"0105";"Wedding";"1";"D";"70_75";1204,00
"01";"Mitte";"0105";"Wedding";"1";"D";"75_80";786,00
"01";"Mitte";"0105";"Wedding";"1";"D";"80_85";402,00
"01";"Mitte";"0105";"Wedding";"1";"D";"85_90";149,00
"01";"Mitte";"0105";"Wedding";"1";"D";"90_95";64,00
"01";"Mitte";"0105";"Wedding";"1";"D";"95 und älter";3,00
"01";"Mitte";"0105";"Wedding";"2";"A";"00_05";360,00
"01";"Mitte";"0105";"Wedding";"2";"A";"05_10";271,00
"01";"Mitte";"0105";"Wedding";"2";"A";"10_15";319,00
"01";"Mitte";"0105";"Wedding";"2";"A";"15_20";594,00
"01";"Mitte";"0105";"Wedding";"2";"A";"20_25";1251,00
"01";"Mitte";"0105";"Wedding";"2";"A";"25_30";1528,00
"01";"Mitte";"0105";"Wedding";"2";"A";"30_35";1355,00
"01";"Mitte";"0105";"Wedding";"2";"A";"35_40";1093,00
"01";"Mitte";"0105";"Wedding";"2";"A";"40_45";1037,00
"01";"Mitte";"0105";"Wedding";"2";"A";"45_50";825,00
"01";"Mitte";"0105";"Wedding";"2";"A";"50_55";605,00
"01";"Mitte";"0105";"Wedding";"2";"A";"55_60";545,00
"01";"Mitte";"0105";"Wedding";"2";"A";"60_65";569,00
"01";"Mitte";"0105";"Wedding";"2";"A";"65_70";413,00
"01";"Mitte";"0105";"Wedding";"2";"A";"70_75";245,00
"01";"Mitte";"0105";"Wedding";"2";"A";"75_80";102,00
"01";"Mitte";"0105";"Wedding";"2";"A";"80_85";47,00
"01";"Mitte";"0105";"Wedding";"2";"A";"85_90";15,00
"01";"Mitte";"0105";"Wedding";"2";"A";"90_95";15,00
"01";"Mitte";"0105";"Wedding";"2";"A";"95 und älter";3,00
"01";"Mitte";"0105";"Wedding";"2";"D";"00_05";1514,00
"01";"Mitte";"0105";"Wedding";"2";"D";"05_10";1283,00
"01";"Mitte";"0105";"Wedding";"2";"D";"10_15";1122,00
"01";"Mitte";"0105";"Wedding";"2";"D";"15_20";1073,00
"01";"Mitte";"0105";"Wedding";"2";"D";"20_25";2916,00
"01";"Mitte";"0105";"Wedding";"2";"D";"25_30";3042,00
"01";"Mitte";"0105";"Wedding";"2";"D";"30_35";2076,00
"01";"Mitte";"0105";"Wedding";"2";"D";"35_40";1356,00
"01";"Mitte";"0105";"Wedding";"2";"D";"40_45";1350,00
"01";"Mitte";"0105";"Wedding";"2";"D";"45_50";1966,00
"01";"Mitte";"0105";"Wedding";"2";"D";"50_55";1716,00
"01";"Mitte";"0105";"Wedding";"2";"D";"55_60";1425,00
"01";"Mitte";"0105";"Wedding";"2";"D";"60_65";1239,00
"01";"Mitte";"0105";"Wedding";"2";"D";"65_70";1075,00
"01";"Mitte";"0105";"Wedding";"2";"D";"70_75";1391,00
"01";"Mitte";"0105";"Wedding";"2";"D";"75_80";1095,00
"01";"Mitte";"0105";"Wedding";"2";"D";"80_85";731,00
"01";"Mitte";"0105";"Wedding";"2";"D";"85_90";576,00
"01";"Mitte";"0105";"Wedding";"2";"D";"90_95";268,00
"01";"Mitte";"0105";"Wedding";"2";"D";"95 und älter";76,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"00_05";539,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"05_10";463,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"10_15";573,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"15_20";856,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"20_25";1546,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"25_30";1868,00
"01";"Mitte";"0106";"Gesundbrunnen";"1";"A";"30_35";1952,00
